player,nationality,position,value,position2,foot,league,games,games_starts,minutes,goals,assists,xg,npxg,xa,minutes_90s,shots_total,shots_on_target,passes_completed,passes,passes_total_distance,passes_completed_short,passes_short,passes_completed_medium,passes_medium,assisted_shots,passes_into_final_third,passes_into_penalty_area,progressive_passes,passes_live,through_balls,passes_pressure,passes_ground,passes_right_foot,passes_offsides,passes_intercepted,passes_blocked,sca,sca_passes_live,sca_dribbles,sca_shots,sca_fouled,gca,gca_passes_live,gca_dribbles,gca_fouled,tackles_att_3rd,pressure_regains,pressures_att_3rd,touches,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,miscontrols,dispossessed,fouled,W,GF,GDiff,Pts,Pts/G,xG,xGDiff,xGDiff/90,CL,bin
David LĂłpez,ESP,"DF,MF",6000000.0,Midfielder - Defensive Midfield,right,La Liga,32.0,29.0,2455.0,4.0,2.0,1.1,1.1,1.1,27.3,15.0,9.0,1109.0,1376.0,22276.0,406.0,454.0,530.0,601.0,15.0,94.0,9.0,116.0,1326.0,3.0,235.0,852.0,1077.0,4.0,15.0,16.0,31.0,26.0,0.0,0.0,2.0,4.0,3.0,0.0,1.0,2.0,120.0,21.0,1623.0,951.0,140.0,21.0,1583.0,8.0,9.0,8.0,0.0,1012.0,5359.0,2904.0,1078.0,1014.0,9.0,18.0,25.0,5.0,27.0,-31.0,25.0,0.66,33.0,-11.5,-0.3,0.0,2
Diego LĂłpez,ESP,GK,80000.0,Goalkeeper,right,La Liga,36.0,36.0,3232.0,0.0,0.0,0.0,0.0,0.0,35.9,0.0,0.0,665.0,1142.0,23065.0,95.0,95.0,270.0,273.0,2.0,22.0,0.0,0.0,703.0,0.0,55.0,386.0,765.0,4.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1232.0,9.0,0.0,0.0,797.0,3.0,4.0,4.0,0.0,505.0,3293.0,2196.0,393.0,392.0,0.0,0.0,5.0,5.0,27.0,-31.0,25.0,0.66,33.0,-11.5,-0.3,0.0,0
Javi LĂłpez,ESP,DF,80000.0,Defender - Right-Back,right,La Liga,17.0,16.0,1384.0,0.0,0.0,0.1,0.1,1.0,15.4,3.0,0.0,534.0,718.0,10148.0,203.0,238.0,261.0,318.0,10.0,34.0,16.0,47.0,571.0,1.0,121.0,318.0,433.0,1.0,4.0,21.0,20.0,17.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,61.0,29.0,888.0,437.0,214.0,6.0,742.0,14.0,21.0,15.0,2.0,481.0,2718.0,1470.0,446.0,413.0,10.0,9.0,23.0,5.0,27.0,-31.0,25.0,0.66,33.0,-11.5,-0.3,0.0,0
Lluis LĂłpez,ESP,DF,1000000.0,Defender - Centre-Back,right,La Liga,4.0,3.0,300.0,0.0,0.0,0.1,0.1,0.0,3.3,2.0,0.0,219.0,245.0,4819.0,46.0,53.0,141.0,149.0,0.0,10.0,0.0,9.0,234.0,0.0,13.0,208.0,186.0,0.0,0.0,5.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,269.0,146.0,15.0,2.0,258.0,0.0,2.0,1.0,0.0,199.0,1074.0,642.0,219.0,214.0,1.0,0.0,1.0,5.0,27.0,-31.0,25.0,0.66,33.0,-11.5,-0.3,0.0,0
Pol Lozano,ESP,"MF,FW",1000000.0,Midfielder - Central Midfield,right,La Liga,5.0,2.0,173.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,82.0,92.0,1671.0,31.0,32.0,36.0,40.0,0.0,12.0,1.0,3.0,90.0,0.0,10.0,71.0,83.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,5.0,105.0,68.0,11.0,1.0,103.0,1.0,1.0,1.0,0.0,72.0,403.0,131.0,73.0,66.0,1.0,1.0,0.0,5.0,27.0,-31.0,25.0,0.66,33.0,-11.5,-0.3,0.0,0
Ă“scar Melendo,ESP,"MF,FW",6000000.0,Forward - Right Winger,left,La Liga,24.0,12.0,1115.0,0.0,0.0,0.1,0.1,0.4,12.4,3.0,0.0,298.0,361.0,4758.0,162.0,176.0,104.0,121.0,13.0,28.0,14.0,30.0,353.0,3.0,70.0,233.0,35.0,0.0,5.0,7.0,28.0,24.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,48.0,36.0,461.0,259.0,186.0,11.0,456.0,9.0,19.0,10.0,0.0,346.0,2113.0,924.0,457.0,355.0,9.0,15.0,40.0,5.0,27.0,-31.0,25.0,0.66,33.0,-11.5,-0.3,0.0,2
Naldo,BRA,DF,1500000.0,Defender - Centre-Back,right,La Liga,18.0,15.0,1332.0,0.0,1.0,0.3,0.3,0.0,14.8,7.0,0.0,551.0,658.0,12676.0,105.0,119.0,323.0,355.0,2.0,33.0,3.0,40.0,632.0,0.0,64.0,452.0,488.0,4.0,8.0,8.0,8.0,6.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,40.0,4.0,821.0,397.0,29.0,14.0,796.0,3.0,4.0,3.0,0.0,483.0,2381.0,1075.0,523.0,506.0,8.0,8.0,4.0,5.0,27.0,-31.0,25.0,0.66,33.0,-11.5,-0.3,0.0,1
Oier OlazĂˇbal,ESP,GK,1000000.0,Goalkeeper,left,La Liga,2.0,2.0,180.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,50.0,62.0,1440.0,5.0,5.0,28.0,28.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,37.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,37.0,213.0,95.0,32.0,31.0,0.0,0.0,0.0,5.0,27.0,-31.0,25.0,0.66,33.0,-11.5,-0.3,0.0,0
Pedrosa,ESP,"DF,MF",5000000.0,Defender - Left-Back,left,La Liga,20.0,11.0,1087.0,1.0,0.0,1.7,1.7,0.4,12.1,12.0,5.0,376.0,492.0,6801.0,161.0,176.0,177.0,218.0,6.0,12.0,12.0,28.0,384.0,1.0,57.0,242.0,50.0,1.0,3.0,22.0,23.0,18.0,3.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,69.0,53.0,674.0,350.0,195.0,21.0,571.0,21.0,41.0,24.0,0.0,389.0,2540.0,1612.0,439.0,363.0,25.0,19.0,18.0,5.0,27.0,-31.0,25.0,0.66,33.0,-11.5,-0.3,0.0,2
Victor Perea,ESP,DF,2300000.0,Defender - Right-Back,right,La Liga,18.0,14.0,1270.0,0.0,0.0,0.1,0.1,0.6,14.1,5.0,1.0,507.0,696.0,9338.0,219.0,255.0,215.0,274.0,12.0,20.0,22.0,41.0,537.0,1.0,120.0,323.0,429.0,0.0,20.0,38.0,26.0,17.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,43.0,22.0,828.0,395.0,257.0,12.0,674.0,4.0,10.0,5.0,1.0,466.0,2968.0,1764.0,519.0,446.0,9.0,9.0,22.0,5.0,27.0,-31.0,25.0,0.66,33.0,-11.5,-0.3,0.0,1
Pablo Piatti,ARG,"DF,MF",2000000.0,Forward - Left Winger,both,La Liga,3.0,0.0,56.0,0.0,0.0,0.1,0.1,0.0,0.6,3.0,0.0,21.0,29.0,330.0,10.0,10.0,11.0,11.0,0.0,3.0,0.0,2.0,23.0,0.0,3.0,17.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,43.0,21.0,23.0,5.0,38.0,0.0,0.0,0.0,0.0,27.0,193.0,110.0,38.0,25.0,4.0,0.0,2.0,5.0,27.0,-31.0,25.0,0.66,33.0,-11.5,-0.3,0.0,1
Pipa,ESP,DF,700.0,Defender - Right-Back,right,La Liga,7.0,5.0,473.0,0.0,0.0,0.4,0.4,0.2,5.3,1.0,1.0,153.0,218.0,2887.0,62.0,73.0,75.0,101.0,5.0,6.0,4.0,9.0,170.0,0.0,28.0,88.0,137.0,0.0,5.0,9.0,10.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,26.0,14.0,283.0,116.0,91.0,5.0,235.0,4.0,9.0,5.0,0.0,141.0,1187.0,743.0,152.0,132.0,8.0,3.0,5.0,5.0,27.0,-31.0,25.0,0.66,33.0,-11.5,-0.3,0.0,0
Nico Ribaudo,ESP,"FW,MF",3000000.0,Midfielder - Attacking Midfield,right,La Liga,6.0,2.0,182.0,0.0,0.0,0.1,0.1,0.8,2.0,4.0,3.0,55.0,73.0,933.0,28.0,37.0,21.0,23.0,4.0,4.0,4.0,4.0,70.0,0.0,20.0,49.0,64.0,0.0,2.0,5.0,6.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0,8.0,99.0,53.0,47.0,5.0,98.0,5.0,10.0,5.0,0.0,87.0,577.0,353.0,99.0,73.0,2.0,5.0,7.0,5.0,27.0,-31.0,25.0,0.66,33.0,-11.5,-0.3,0.0,1
Marc Roca,ESP,MF,16000000.0,Midfielder - Defensive Midfield,left,La Liga,35.0,35.0,3008.0,2.0,1.0,2.3,0.8,2.6,33.4,29.0,3.0,1389.0,1731.0,29813.0,468.0,530.0,632.0,742.0,26.0,218.0,23.0,215.0,1653.0,6.0,232.0,1045.0,307.0,6.0,15.0,29.0,60.0,45.0,2.0,2.0,0.0,4.0,3.0,0.0,0.0,7.0,205.0,65.0,2036.0,1394.0,297.0,18.0,1960.0,16.0,25.0,17.0,0.0,1286.0,6774.0,3543.0,1416.0,1308.0,28.0,20.0,23.0,5.0,27.0,-31.0,25.0,0.66,33.0,-11.5,-0.3,0.0,4
VĂ­ctor SĂˇnchez,ESP,"MF,DF",2000000.0,Midfielder - Central Midfield,right,La Liga,25.0,20.0,1688.0,0.0,1.0,0.3,0.3,1.3,18.8,10.0,1.0,739.0,960.0,13923.0,325.0,377.0,277.0,335.0,25.0,70.0,12.0,65.0,877.0,0.0,147.0,558.0,690.0,3.0,22.0,21.0,44.0,26.0,1.0,1.0,0.0,2.0,1.0,1.0,0.0,8.0,130.0,60.0,1165.0,699.0,264.0,13.0,1089.0,12.0,16.0,13.0,1.0,678.0,3659.0,1467.0,768.0,704.0,21.0,21.0,31.0,5.0,27.0,-31.0,25.0,0.66,33.0,-11.5,-0.3,0.0,1
KĂ©vin Soni,CMR,FW,20000.0,Forward - Centre-Forward,left,La Liga,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,12.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,3.0,8.0,4.0,8.0,4.0,1.0,0.0,0.0,5.0,27.0,-31.0,25.0,0.66,33.0,-11.5,-0.3,0.0,0
RaĂşl de TomĂˇs,ESP,FW,16000000.0,Forward - Centre-Forward,right,La Liga,14.0,11.0,1075.0,4.0,0.0,4.0,3.3,0.4,11.9,33.0,14.0,214.0,271.0,3797.0,117.0,134.0,67.0,84.0,6.0,13.0,7.0,14.0,247.0,1.0,77.0,170.0,177.0,0.0,4.0,6.0,28.0,10.0,7.0,3.0,7.0,2.0,0.0,0.0,1.0,0.0,44.0,71.0,434.0,268.0,163.0,48.0,409.0,31.0,48.0,33.0,3.0,317.0,1887.0,791.0,602.0,329.0,35.0,30.0,24.0,5.0,27.0,-31.0,25.0,0.66,33.0,-11.5,-0.3,0.0,4
MatĂ­as Vargas,ARG,"FW,MF",9000000.0,Forward - Left Winger,right,La Liga,21.0,10.0,1024.0,0.0,3.0,1.0,1.0,2.5,11.4,20.0,2.0,261.0,396.0,4579.0,127.0,163.0,101.0,136.0,19.0,20.0,23.0,43.0,371.0,8.0,98.0,246.0,342.0,3.0,12.0,25.0,27.0,22.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,58.0,59.0,557.0,266.0,286.0,48.0,535.0,25.0,45.0,26.0,1.0,449.0,3333.0,1963.0,566.0,408.0,37.0,32.0,21.0,5.0,27.0,-31.0,25.0,0.66,33.0,-11.5,-0.3,0.0,3
DĂ­dac VilĂ ,ESP,DF,3000000.0,Defender - Left-Back,left,La Liga,30.0,28.0,2492.0,0.0,0.0,1.4,1.4,1.4,27.7,15.0,3.0,929.0,1260.0,17043.0,401.0,466.0,422.0,526.0,19.0,59.0,19.0,78.0,1009.0,1.0,200.0,570.0,116.0,3.0,14.0,57.0,35.0,26.0,1.0,3.0,1.0,2.0,1.0,0.0,0.0,4.0,120.0,61.0,1573.0,854.0,367.0,36.0,1327.0,13.0,21.0,14.0,1.0,818.0,5380.0,3012.0,912.0,798.0,21.0,14.0,28.0,5.0,27.0,-31.0,25.0,0.66,33.0,-11.5,-0.3,0.0,1
Leighton Baines,ENG,DF,1000000.0,Defender - Left-Back,left,Premier League,8.0,4.0,404.0,0.0,0.0,0.0,0.0,0.7,4.5,1.0,0.0,168.0,209.0,2952.0,82.0,87.0,74.0,86.0,6.0,6.0,7.0,13.0,158.0,0.0,18.0,115.0,20.0,2.0,2.0,9.0,12.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,14.0,13.0,255.0,98.0,103.0,1.0,203.0,1.0,2.0,2.0,0.0,136.0,502.0,281.0,149.0,136.0,3.0,3.0,4.0,13.0,44.0,-12.0,49.0,1.29,49.3,0.9,0.02,0.0,0
Bernard,BRA,"MF,FW",15000000.0,Forward - Left Winger,right,Premier League,27.0,15.0,1280.0,3.0,2.0,1.1,1.1,1.9,14.2,12.0,4.0,426.0,573.0,6998.0,211.0,256.0,172.0,210.0,22.0,38.0,26.0,59.0,559.0,4.0,116.0,419.0,408.0,0.0,15.0,31.0,50.0,39.0,5.0,2.0,1.0,5.0,3.0,2.0,0.0,6.0,69.0,64.0,763.0,383.0,351.0,50.0,748.0,37.0,62.0,42.0,1.0,609.0,3812.0,2097.0,691.0,546.0,35.0,34.0,10.0,13.0,44.0,-12.0,49.0,1.29,49.3,0.9,0.02,0.0,3
Jarrad Branthwaite,ENG,DF,2000000.0,Defender - Centre-Back,left,Premier League,4.0,2.0,300.0,0.0,0.0,0.0,0.0,0.0,3.3,0.0,0.0,187.0,212.0,4351.0,33.0,35.0,116.0,125.0,0.0,9.0,1.0,4.0,206.0,0.0,9.0,173.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,2.0,243.0,117.0,2.0,0.0,238.0,0.0,0.0,0.0,0.0,170.0,872.0,444.0,183.0,182.0,1.0,0.0,3.0,13.0,44.0,-12.0,49.0,1.29,49.3,0.9,0.02,0.0,1
Dominic Calvert-Lewin,ENG,FW,24000000.0,Forward - Centre-Forward,right,Premier League,36.0,30.0,2626.0,13.0,1.0,14.3,14.3,1.0,29.2,83.0,37.0,393.0,594.0,5940.0,224.0,319.0,129.0,196.0,15.0,34.0,13.0,39.0,568.0,3.0,215.0,272.0,323.0,3.0,7.0,25.0,57.0,34.0,2.0,5.0,12.0,3.0,2.0,0.0,0.0,5.0,130.0,267.0,973.0,422.0,518.0,144.0,949.0,15.0,34.0,18.0,1.0,503.0,3361.0,1321.0,1396.0,741.0,107.0,39.0,44.0,13.0,44.0,-12.0,49.0,1.29,49.3,0.9,0.02,0.0,4
SĂ©amus Coleman,IRL,DF,9500000.0,Defender - Right-Back,right,Premier League,27.0,21.0,1839.0,0.0,1.0,0.7,0.7,0.6,20.4,8.0,3.0,813.0,1058.0,14398.0,388.0,432.0,339.0,429.0,8.0,66.0,13.0,80.0,835.0,1.0,170.0,540.0,671.0,3.0,21.0,46.0,23.0,16.0,3.0,2.0,0.0,3.0,2.0,0.0,0.0,3.0,78.0,22.0,1307.0,633.0,329.0,30.0,1089.0,38.0,62.0,44.0,6.0,783.0,5028.0,2805.0,782.0,691.0,24.0,17.0,19.0,13.0,44.0,-12.0,49.0,1.29,49.3,0.9,0.02,0.0,3
Tom Davies,ENG,MF,16000000.0,Midfielder - Central Midfield,right,Premier League,30.0,23.0,2027.0,1.0,0.0,2.0,2.0,0.3,22.5,17.0,5.0,681.0,870.0,13271.0,264.0,324.0,312.0,359.0,5.0,83.0,16.0,111.0,840.0,6.0,161.0,558.0,675.0,3.0,12.0,26.0,24.0,17.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,7.0,99.0,58.0,1118.0,691.0,204.0,23.0,1097.0,21.0,34.0,24.0,0.0,688.0,3888.0,2018.0,770.0,689.0,22.0,30.0,40.0,13.0,44.0,-12.0,49.0,1.29,49.3,0.9,0.02,0.0,4
Fabian Delph,ENG,MF,12000000.0,Midfielder - Central Midfield,left,Premier League,16.0,13.0,1190.0,0.0,0.0,0.1,0.1,0.3,13.2,3.0,0.0,676.0,778.0,14015.0,248.0,269.0,295.0,323.0,6.0,61.0,15.0,62.0,763.0,2.0,122.0,550.0,250.0,2.0,6.0,7.0,18.0,16.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,7.0,55.0,26.0,895.0,584.0,147.0,1.0,882.0,20.0,24.0,20.0,0.0,620.0,3264.0,1512.0,635.0,613.0,10.0,9.0,7.0,13.0,44.0,-12.0,49.0,1.29,49.3,0.9,0.02,0.0,3
Lucas Digne,FRA,DF,28000000.0,Defender - Left-Back,left,Premier League,35.0,35.0,3030.0,0.0,7.0,1.4,1.4,6.0,33.7,29.0,5.0,1353.0,1946.0,25922.0,610.0,736.0,535.0,711.0,70.0,98.0,41.0,151.0,1407.0,3.0,294.0,809.0,103.0,6.0,35.0,90.0,105.0,58.0,2.0,3.0,3.0,11.0,8.0,0.0,0.0,7.0,134.0,91.0,2366.0,970.0,878.0,63.0,1827.0,25.0,43.0,27.0,2.0,1064.0,5745.0,3308.0,1288.0,1111.0,18.0,32.0,28.0,13.0,44.0,-12.0,49.0,1.29,49.3,0.9,0.02,0.0,4
Jean-Philippe Gbamin,CIV,MF,22000000.0,Midfielder - Defensive Midfield,right,Premier League,2.0,1.0,136.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,50.0,67.0,778.0,28.0,32.0,18.0,21.0,0.0,5.0,0.0,4.0,64.0,0.0,9.0,46.0,55.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,5.0,85.0,57.0,14.0,0.0,83.0,1.0,1.0,1.0,0.0,57.0,334.0,142.0,56.0,54.0,0.0,5.0,2.0,13.0,44.0,-12.0,49.0,1.29,49.3,0.9,0.02,0.0,4
AndrĂ© Gomes,POR,MF,22000000.0,Midfielder - Central Midfield,right,Premier League,19.0,17.0,1458.0,0.0,1.0,0.2,0.2,0.9,16.2,5.0,0.0,719.0,859.0,16373.0,213.0,241.0,347.0,384.0,12.0,90.0,11.0,76.0,833.0,1.0,121.0,563.0,589.0,2.0,11.0,18.0,29.0,25.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,5.0,92.0,45.0,989.0,664.0,156.0,10.0,965.0,26.0,35.0,26.0,2.0,758.0,3830.0,1706.0,763.0,710.0,15.0,25.0,19.0,13.0,44.0,-12.0,49.0,1.29,49.3,0.9,0.02,0.0,4
Anthony Gordon,ENG,"MF,FW",1000000.0,Forward - Left Winger,right,Premier League,11.0,4.0,440.0,0.0,1.0,0.2,0.2,0.4,4.9,6.0,1.0,96.0,124.0,1724.0,45.0,53.0,41.0,50.0,6.0,6.0,1.0,6.0,114.0,1.0,16.0,99.0,112.0,1.0,1.0,4.0,9.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,26.0,20.0,197.0,107.0,75.0,8.0,189.0,9.0,20.0,11.0,0.0,142.0,1020.0,605.0,165.0,133.0,7.0,12.0,12.0,13.0,44.0,-12.0,49.0,1.29,49.3,0.9,0.02,0.0,0
Mason Holgate,ENG,DF,13000000.0,Defender - Centre-Back,right,Premier League,27.0,24.0,2054.0,0.0,3.0,2.2,2.2,0.5,22.8,12.0,5.0,855.0,991.0,20925.0,201.0,225.0,408.0,436.0,2.0,47.0,4.0,53.0,954.0,1.0,127.0,712.0,758.0,1.0,8.0,11.0,18.0,9.0,1.0,6.0,1.0,5.0,3.0,0.0,0.0,1.0,77.0,13.0,1268.0,592.0,46.0,14.0,1233.0,10.0,12.0,10.0,0.0,734.0,5026.0,2906.0,774.0,762.0,2.0,4.0,25.0,13.0,44.0,-12.0,49.0,1.29,49.3,0.9,0.02,0.0,3
Alex Iwobi,NGA,"MF,FW",25000000.0,Forward - Left Winger,right,Premier League,25.0,19.0,1596.0,1.0,0.0,2.4,2.4,2.3,17.7,23.0,9.0,462.0,614.0,9222.0,173.0,211.0,206.0,255.0,22.0,57.0,32.0,89.0,603.0,5.0,112.0,414.0,528.0,3.0,14.0,34.0,44.0,41.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,2.0,96.0,89.0,787.0,386.0,348.0,48.0,776.0,27.0,40.0,27.0,4.0,620.0,4339.0,2569.0,698.0,544.0,29.0,30.0,4.0,13.0,44.0,-12.0,49.0,1.29,49.3,0.9,0.02,0.0,4
Moise Kean,ITA,FW,25000000.0,Forward - Centre-Forward,right,Premier League,29.0,6.0,852.0,2.0,2.0,4.1,4.1,1.0,9.5,30.0,13.0,104.0,142.0,1438.0,53.0,69.0,33.0,38.0,8.0,5.0,7.0,11.0,137.0,2.0,36.0,82.0,102.0,0.0,5.0,11.0,29.0,14.0,8.0,3.0,2.0,2.0,0.0,0.0,0.0,3.0,36.0,57.0,275.0,110.0,165.0,52.0,270.0,30.0,44.0,32.0,5.0,216.0,1709.0,962.0,419.0,198.0,22.0,26.0,11.0,13.0,44.0,-12.0,49.0,1.29,49.3,0.9,0.02,0.0,4
Michael Keane,ENG,DF,20000000.0,Defender - Centre-Back,right,Premier League,31.0,28.0,2559.0,2.0,0.0,1.7,1.7,0.7,28.4,13.0,4.0,1167.0,1379.0,27198.0,228.0,255.0,675.0,747.0,6.0,69.0,3.0,71.0,1336.0,2.0,195.0,982.0,1003.0,5.0,10.0,14.0,10.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,66.0,5.0,1720.0,729.0,44.0,29.0,1681.0,0.0,0.0,0.0,0.0,948.0,5584.0,2880.0,1064.0,1042.0,3.0,3.0,8.0,13.0,44.0,-12.0,49.0,1.29,49.3,0.9,0.02,0.0,4
Yerry Mina,COL,DF,20000000.0,Defender - Centre-Back,right,Premier League,29.0,25.0,2284.0,2.0,1.0,2.5,2.5,0.2,25.4,30.0,10.0,1070.0,1251.0,25551.0,239.0,269.0,555.0,619.0,4.0,50.0,1.0,61.0,1216.0,0.0,212.0,890.0,967.0,3.0,13.0,10.0,15.0,8.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,2.0,66.0,14.0,1573.0,665.0,72.0,51.0,1540.0,3.0,5.0,4.0,0.0,924.0,6151.0,3404.0,1001.0,969.0,9.0,3.0,13.0,13.0,44.0,-12.0,49.0,1.29,49.3,0.9,0.02,0.0,4
Oumar Niasse,SEN,FW,3000000.0,Forward - Centre-Forward,right,Premier League,3.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,3.0,5.0,40.0,2.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,18.0,9.0,8.0,1.0,18.0,1.0,1.0,1.0,0.0,10.0,57.0,29.0,17.0,11.0,1.0,6.0,0.0,13.0,44.0,-12.0,49.0,1.29,49.3,0.9,0.02,0.0,1
Jordan Pickford,ENG,GK,28000000.0,Goalkeeper,left,Premier League,38.0,38.0,3420.0,0.0,0.0,0.0,0.0,0.1,38.0,0.0,0.0,895.0,1373.0,31615.0,152.0,152.0,347.0,349.0,1.0,49.0,4.0,1.0,956.0,1.0,137.0,540.0,236.0,5.0,5.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1456.0,19.0,0.0,0.0,1042.0,0.0,1.0,0.0,0.0,723.0,3895.0,2090.0,636.0,634.0,0.0,0.0,8.0,13.0,44.0,-12.0,49.0,1.29,49.3,0.9,0.02,0.0,4
Richarlison,BRA,FW,60000000.0,Forward - Centre-Forward,right,Premier League,36.0,36.0,3070.0,13.0,3.0,9.1,9.1,4.8,34.1,91.0,31.0,543.0,823.0,8881.0,267.0,357.0,211.0,287.0,31.0,30.0,27.0,66.0,800.0,4.0,257.0,499.0,540.0,2.0,24.0,75.0,81.0,45.0,10.0,8.0,14.0,10.0,5.0,2.0,1.0,14.0,188.0,257.0,1375.0,586.0,726.0,181.0,1353.0,66.0,107.0,70.0,2.0,995.0,7820.0,4546.0,1507.0,938.0,90.0,99.0,72.0,13.0,44.0,-12.0,49.0,1.29,49.3,0.9,0.02,0.0,4
Morgan Schneiderlin,FRA,MF,9000000.0,Midfielder - Defensive Midfield,right,Premier League,15.0,12.0,1001.0,0.0,0.0,0.3,0.3,0.2,11.1,6.0,0.0,494.0,567.0,10391.0,180.0,196.0,221.0,246.0,4.0,58.0,7.0,60.0,550.0,0.0,97.0,338.0,452.0,0.0,6.0,9.0,17.0,15.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,58.0,19.0,681.0,448.0,101.0,7.0,665.0,3.0,3.0,3.0,0.0,394.0,1752.0,754.0,459.0,428.0,4.0,7.0,2.0,13.0,44.0,-12.0,49.0,1.29,49.3,0.9,0.02,0.0,3
Djibril SidibĂ©,FRA,DF,9000000.0,Defender - Right-Back,right,Premier League,25.0,18.0,1824.0,0.0,4.0,0.4,0.4,2.0,20.3,12.0,3.0,909.0,1165.0,18044.0,341.0,405.0,436.0,523.0,19.0,56.0,20.0,109.0,965.0,0.0,184.0,667.0,774.0,4.0,26.0,45.0,37.0,30.0,0.0,0.0,2.0,4.0,4.0,0.0,0.0,15.0,114.0,62.0,1420.0,697.0,407.0,19.0,1226.0,14.0,26.0,16.0,4.0,825.0,4617.0,2578.0,884.0,791.0,24.0,21.0,19.0,13.0,44.0,-12.0,49.0,1.29,49.3,0.9,0.02,0.0,3
Gylfi SigurĂ°sson,ISL,MF,18000000.0,Midfielder - Attacking Midfield,right,Premier League,35.0,28.0,2560.0,2.0,3.0,4.2,3.4,4.1,28.4,45.0,12.0,867.0,1109.0,16893.0,343.0,401.0,373.0,437.0,46.0,95.0,27.0,94.0,974.0,3.0,160.0,711.0,870.0,3.0,14.0,34.0,83.0,32.0,4.0,11.0,2.0,8.0,4.0,1.0,0.0,14.0,165.0,145.0,1410.0,723.0,508.0,55.0,1273.0,23.0,38.0,26.0,2.0,858.0,3671.0,1452.0,1006.0,846.0,34.0,34.0,23.0,13.0,44.0,-12.0,49.0,1.29,49.3,0.9,0.02,0.0,4
Cenk Tosun,TUR,FW,12000000.0,Forward - Centre-Forward,right,Premier League,5.0,2.0,291.0,1.0,0.0,0.7,0.7,0.1,3.2,11.0,3.0,42.0,62.0,569.0,27.0,35.0,12.0,16.0,4.0,2.0,3.0,5.0,61.0,0.0,19.0,28.0,34.0,0.0,2.0,5.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,32.0,96.0,29.0,65.0,25.0,95.0,1.0,5.0,1.0,0.0,53.0,268.0,81.0,133.0,73.0,3.0,2.0,4.0,13.0,44.0,-12.0,49.0,1.29,49.3,0.9,0.02,0.0,3
