player,nationality,position,value,position2,foot,league,games,games_starts,minutes,goals,assists,xg,npxg,xa,minutes_90s,shots_total,shots_on_target,passes_completed,passes,passes_total_distance,passes_completed_short,passes_short,passes_completed_medium,passes_medium,assisted_shots,passes_into_final_third,passes_into_penalty_area,progressive_passes,passes_live,through_balls,passes_pressure,passes_ground,passes_right_foot,passes_offsides,passes_intercepted,passes_blocked,sca,sca_passes_live,sca_dribbles,sca_shots,sca_fouled,gca,gca_passes_live,gca_dribbles,gca_fouled,tackles_att_3rd,pressure_regains,pressures_att_3rd,touches,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,dribbles_completed,dribbles,players_dribbled_past,nutmegs,carries,carry_distance,carry_progressive_distance,pass_targets,passes_received,miscontrols,dispossessed,fouled,W,GF,GDiff,Pts,Pts/G,xG,xGDiff,xGDiff/90,CL,bin
Matteo Darmian,ITA,DF,10000000.0,Defender - Right-Back,right,Premier League,8.0,5.0,444.0,0.0,0.0,0.0,0.0,0.0,4.9,2.0,0.0,193.0,241.0,3312.0,86.0,93.0,77.0,98.0,1.0,10.0,0.0,14.0,200.0,0.0,49.0,146.0,150.0,1.0,3.0,9.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,8.0,291.0,159.0,56.0,2.0,250.0,0.0,1.0,0.0,0.0,173.0,674.0,291.0,181.0,170.0,3.0,2.0,3.0,25.0,68.0,40.0,81.0,2.13,57.0,17.4,0.46,1.0,3
Beni Baningime,COD,MF,3000000.0,midfield - Central Midfield,right,Premier League,8.0,1.0,198.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,67.0,82.0,1188.0,29.0,33.0,29.0,33.0,0.0,8.0,1.0,10.0,82.0,0.0,20.0,61.0,62.0,0.0,4.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,17.0,5.0,107.0,68.0,25.0,0.0,107.0,2.0,5.0,2.0,0.0,70.0,490.0,217.0,62.0,58.0,0.0,2.0,1.0,13.0,44.0,-14.0,49.0,1.29,39.6,-10.7,-0.28,0.0,1
David de Gea,ESP,GK,70000000.0,Goalkeeper,right,Premier League,37.0,37.0,3330.0,0.0,0.0,0.0,0.0,0.1,37.0,0.0,0.0,533.0,857.0,19372.0,61.0,61.0,228.0,230.0,1.0,10.0,0.0,0.0,595.0,0.0,109.0,312.0,674.0,3.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1031.0,1.0,1.0,0.0,773.0,1.0,1.0,1.0,0.0,453.0,2332.0,1210.0,427.0,426.0,0.0,0.0,4.0,25.0,68.0,40.0,81.0,2.13,57.0,17.4,0.46,1.0,4
Mauro Arambarri,URU,MF,3000000.0,midfield - Central Midfield,right,La Liga,27.0,26.0,2125.0,1.0,2.0,1.5,1.5,1.1,23.6,21.0,4.0,452.0,658.0,10622.0,127.0,178.0,201.0,265.0,7.0,57.0,4.0,50.0,651.0,1.0,119.0,360.0,513.0,6.0,22.0,20.0,17.0,11.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,6.0,116.0,52.0,859.0,526.0,151.0,19.0,851.0,19.0,31.0,20.0,1.0,588.0,3526.0,1400.0,467.0,405.0,8.0,18.0,43.0,15.0,42.0,9.0,55.0,1.45,46.4,9.6,0.25,0.0,1
Philipp Lienhart,AUT,DF,2500000.0,Defender - Centre-Back,right,Bundesliga,11.0,11.0,865.0,0.0,0.0,0.1,0.1,0.1,9.6,2.0,0.0,323.0,405.0,7010.0,85.0,97.0,187.0,197.0,1.0,21.0,0.0,24.0,398.0,1.0,67.0,279.0,340.0,1.0,1.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,504.0,198.0,8.0,3.0,497.0,2.0,2.0,2.0,0.0,302.0,1646.0,749.0,284.0,281.0,1.0,3.0,7.0,8.0,32.0,-24.0,36.0,1.06,41.2,-9.3,-0.27,0.0,1
Marc Muniesa,ESP,DF,2500000.0,Defender - Centre-Back,left,La Liga,13.0,13.0,1125.0,0.0,1.0,0.4,0.4,0.0,12.5,5.0,1.0,493.0,630.0,10458.0,136.0,175.0,281.0,320.0,1.0,35.0,1.0,47.0,620.0,0.0,122.0,420.0,51.0,2.0,12.0,15.0,6.0,5.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,47.0,7.0,719.0,381.0,35.0,11.0,709.0,5.0,8.0,6.0,0.0,465.0,2747.0,1499.0,434.0,421.0,2.0,1.0,9.0,14.0,50.0,-9.0,51.0,1.34,49.0,2.1,0.06,0.0,1
Jesse Lingard,ENG,"MF,FW",35000000.0,attack - Right Winger,right,Premier League,33.0,20.0,1817.0,8.0,5.0,7.7,7.7,3.0,20.2,57.0,24.0,821.0,974.0,12034.0,466.0,519.0,250.0,297.0,27.0,63.0,23.0,70.0,915.0,2.0,126.0,789.0,814.0,0.0,30.0,28.0,68.0,46.0,5.0,5.0,7.0,10.0,7.0,2.0,0.0,3.0,118.0,161.0,1237.0,621.0,591.0,91.0,1181.0,20.0,40.0,22.0,1.0,893.0,6281.0,3449.0,1199.0,955.0,43.0,29.0,37.0,25.0,68.0,40.0,81.0,2.13,57.0,17.4,0.46,1.0,4
Romelu Lukaku,BEL,FW,90000000.0,attack - Centre-Forward,left,Premier League,34.0,33.0,2867.0,16.0,7.0,13.6,12.9,5.0,31.9,82.0,41.0,495.0,747.0,6960.0,313.0,393.0,125.0,234.0,32.0,35.0,36.0,55.0,725.0,4.0,185.0,441.0,174.0,6.0,32.0,38.0,75.0,55.0,4.0,13.0,3.0,16.0,11.0,2.0,1.0,3.0,80.0,169.0,1059.0,444.0,624.0,157.0,1033.0,37.0,54.0,39.0,0.0,657.0,4116.0,2141.0,1459.0,861.0,71.0,52.0,16.0,25.0,68.0,40.0,81.0,2.13,57.0,17.4,0.46,1.0,4
Anthony Martial,FRA,"FW,MF",65000000.0,attack - Centre-Forward,right,Premier League,30.0,18.0,1582.0,9.0,5.0,6.8,6.0,5.1,17.6,49.0,15.0,610.0,783.0,8804.0,366.0,429.0,185.0,227.0,31.0,37.0,28.0,64.0,767.0,3.0,189.0,646.0,627.0,2.0,24.0,37.0,69.0,53.0,8.0,3.0,5.0,14.0,11.0,1.0,2.0,5.0,47.0,55.0,1037.0,429.0,619.0,138.0,1024.0,43.0,83.0,51.0,2.0,887.0,6873.0,4503.0,1022.0,841.0,42.0,71.0,28.0,25.0,68.0,40.0,81.0,2.13,57.0,17.4,0.46,1.0,4
Juan Mata,ESP,"FW,MF",30000000.0,midfield - Attacking Midfield,left,Premier League,28.0,23.0,1922.0,3.0,5.0,3.0,3.0,4.5,21.4,28.0,10.0,1089.0,1335.0,18369.0,561.0,615.0,366.0,444.0,51.0,74.0,32.0,80.0,1231.0,2.0,171.0,1009.0,171.0,4.0,23.0,34.0,88.0,69.0,3.0,0.0,5.0,8.0,8.0,0.0,0.0,4.0,56.0,75.0,1474.0,661.0,760.0,101.0,1373.0,19.0,25.0,21.0,5.0,1062.0,5814.0,2653.0,1284.0,1117.0,18.0,19.0,20.0,25.0,68.0,40.0,81.0,2.13,57.0,17.4,0.46,1.0,4
Henrikh Mkhitaryan,ARM,"MF,FW",35000000.0,midfield - Attacking Midfield,both,Premier League,15.0,11.0,922.0,1.0,5.0,0.9,0.9,3.5,10.2,15.0,5.0,439.0,570.0,6980.0,238.0,270.0,147.0,182.0,29.0,38.0,17.0,43.0,532.0,0.0,86.0,418.0,386.0,2.0,11.0,19.0,51.0,37.0,3.0,1.0,2.0,6.0,3.0,0.0,0.0,6.0,63.0,70.0,616.0,284.0,302.0,37.0,594.0,15.0,25.0,16.0,0.0,476.0,3337.0,1901.0,517.0,466.0,18.0,23.0,17.0,25.0,68.0,40.0,81.0,2.13,57.0,17.4,0.46,1.0,4
Marcus Rashford,ENG,"FW,MF",65000000.0,attack - Left Winger,right,Premier League,35.0,17.0,1813.0,7.0,5.0,4.5,4.5,4.5,20.1,60.0,19.0,477.0,675.0,7315.0,273.0,327.0,151.0,199.0,26.0,24.0,24.0,45.0,609.0,0.0,113.0,480.0,532.0,5.0,24.0,36.0,53.0,32.0,9.0,0.0,4.0,9.0,5.0,2.0,1.0,7.0,64.0,137.0,953.0,326.0,612.0,113.0,883.0,40.0,77.0,43.0,3.0,668.0,5318.0,3324.0,972.0,696.0,54.0,47.0,17.0,25.0,68.0,40.0,81.0,2.13,57.0,17.4,0.46,1.0,4
Sergio Romero,ARG,GK,5000000.0,Goalkeeper,right,Premier League,1.0,1.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,18.0,626.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,8.0,37.0,7.0,8.0,8.0,0.0,0.0,0.0,25.0,68.0,40.0,81.0,2.13,57.0,17.4,0.46,1.0,2
Alexis Sánchez,CHI,"FW,MF",70000000.0,attack - Centre-Forward,right,Premier League,12.0,12.0,1043.0,2.0,3.0,3.7,2.7,1.9,11.6,22.0,6.0,441.0,616.0,7219.0,236.0,282.0,143.0,197.0,22.0,45.0,36.0,71.0,584.0,0.0,82.0,428.0,569.0,11.0,32.0,35.0,45.0,27.0,7.0,5.0,2.0,9.0,4.0,0.0,1.0,6.0,63.0,71.0,1186.0,367.0,839.0,126.0,1131.0,43.0,66.0,46.0,0.0,981.0,6943.0,2940.0,1149.0,954.0,58.0,35.0,44.0,25.0,68.0,40.0,81.0,2.13,57.0,17.4,0.46,1.0,4
Luke Shaw,ENG,DF,15000000.0,Defender - Left-Back,left,Premier League,11.0,8.0,790.0,0.0,0.0,0.3,0.3,0.4,8.8,12.0,4.0,460.0,577.0,6850.0,249.0,279.0,175.0,210.0,9.0,37.0,8.0,48.0,506.0,0.0,86.0,392.0,33.0,1.0,14.0,27.0,19.0,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,32.0,13.0,658.0,332.0,217.0,18.0,589.0,7.0,8.0,7.0,0.0,427.0,2663.0,1589.0,418.0,404.0,9.0,5.0,8.0,25.0,68.0,40.0,81.0,2.13,57.0,17.4,0.46,1.0,3
Antonio Valencia,ECU,DF,8000000.0,Defender - Right-Back,right,Premier League,31.0,31.0,2740.0,3.0,1.0,0.5,0.5,1.8,30.4,14.0,3.0,1551.0,1900.0,25017.0,844.0,917.0,554.0,647.0,23.0,96.0,22.0,108.0,1673.0,0.0,270.0,1281.0,1581.0,5.0,46.0,54.0,51.0,46.0,2.0,0.0,3.0,3.0,3.0,0.0,0.0,8.0,117.0,56.0,2181.0,995.0,759.0,49.0,1957.0,30.0,45.0,33.0,2.0,1432.0,8802.0,5363.0,1461.0,1381.0,21.0,21.0,20.0,25.0,68.0,40.0,81.0,2.13,57.0,17.4,0.46,1.0,3
Stefan Posch,AUT,DF,2500000.0,Defender - Centre-Back,right,Bundesliga,9.0,9.0,756.0,0.0,0.0,0.1,0.1,0.0,8.4,3.0,2.0,411.0,488.0,7596.0,166.0,176.0,189.0,210.0,1.0,20.0,1.0,25.0,465.0,0.0,56.0,341.0,393.0,0.0,6.0,5.0,8.0,7.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,3.0,50.0,9.0,597.0,265.0,55.0,4.0,576.0,3.0,6.0,3.0,0.0,371.0,2046.0,1010.0,394.0,384.0,7.0,2.0,3.0,15.0,66.0,18.0,55.0,1.62,51.8,4.4,0.13,1.0,1
Jordan Amavi,FRA,DF,16000000.0,Defender - Left-Back,left,Ligue 1,27.0,24.0,2193.0,0.0,3.0,0.4,0.4,1.4,24.4,20.0,5.0,1050.0,1324.0,19323.0,432.0,493.0,480.0,569.0,19.0,65.0,21.0,72.0,1155.0,2.0,177.0,863.0,356.0,5.0,17.0,46.0,46.0,32.0,5.0,5.0,2.0,9.0,7.0,0.0,0.0,3.0,74.0,26.0,1609.0,777.0,408.0,10.0,1444.0,35.0,64.0,42.0,1.0,1050.0,6372.0,3758.0,972.0,930.0,30.0,28.0,22.0,22.0,80.0,33.0,77.0,2.03,72.2,30.4,0.8,0.0,4
Henri Bedimo,CMR,"DF,MF",40000.0,Defender - Left-Back,left,Ligue 1,3.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,19.0,24.0,351.0,7.0,8.0,10.0,12.0,0.0,2.0,0.0,1.0,22.0,0.0,3.0,15.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,28.0,15.0,5.0,0.0,26.0,0.0,0.0,0.0,0.0,14.0,128.0,63.0,23.0,20.0,0.0,1.0,0.0,22.0,80.0,33.0,77.0,2.03,72.2,30.4,0.8,0.0,0
Rémy Cabella,FRA,MF,9000000.0,midfield - Attacking Midfield,right,Ligue 1,3.0,0.0,64.0,1.0,0.0,0.4,0.4,0.0,0.7,2.0,1.0,30.0,36.0,435.0,17.0,20.0,6.0,8.0,0.0,5.0,1.0,3.0,35.0,0.0,4.0,28.0,29.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,48.0,27.0,16.0,5.0,47.0,3.0,3.0,3.0,0.0,37.0,275.0,192.0,40.0,31.0,1.0,1.0,2.0,22.0,80.0,33.0,77.0,2.03,72.2,30.4,0.8,0.0,3
Martín Cáceres,URU,DF,2500000.0,Defender - Centre-Back,right,Serie A,6.0,4.0,441.0,1.0,0.0,0.3,0.3,0.2,4.9,4.0,2.0,185.0,227.0,3996.0,58.0,68.0,85.0,98.0,5.0,17.0,3.0,14.0,217.0,0.0,13.0,142.0,154.0,1.0,4.0,6.0,7.0,7.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,1.0,683.0,305.0,124.0,27.0,595.0,4.0,9.0,6.0,1.0,391.0,2303.0,1381.0,391.0,353.0,11.0,4.0,14.0,21.0,89.0,40.0,72.0,1.89,63.3,18.9,0.5,0.0,1
Patrice Evra,FRA,DF,1000000.0,Defender - Left-Back,left,Ligue 1,4.0,4.0,349.0,0.0,0.0,0.1,0.1,0.1,3.9,2.0,0.0,119.0,167.0,1896.0,58.0,69.0,52.0,69.0,2.0,3.0,1.0,5.0,134.0,0.0,18.0,82.0,6.0,0.0,8.0,7.0,5.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,143.0,67.0,28.0,0.0,122.0,2.0,2.0,2.0,0.0,86.0,428.0,245.0,86.0,75.0,1.0,4.0,2.0,22.0,80.0,33.0,77.0,2.03,72.2,30.4,0.8,0.0,0
Valère Germain,FRA,FW,10000000.0,attack - Centre-Forward,right,Ligue 1,35.0,24.0,2165.0,9.0,3.0,10.0,9.3,4.0,24.1,61.0,29.0,376.0,515.0,5533.0,202.0,244.0,120.0,170.0,21.0,19.0,14.0,19.0,488.0,2.0,94.0,320.0,392.0,2.0,19.0,18.0,52.0,38.0,0.0,11.0,2.0,10.0,7.0,0.0,1.0,7.0,70.0,129.0,703.0,260.0,418.0,108.0,675.0,5.0,12.0,6.0,0.0,368.0,1770.0,725.0,883.0,523.0,31.0,19.0,15.0,22.0,80.0,33.0,77.0,2.03,72.2,30.4,0.8,0.0,3
Luiz Gustavo,BRA,"MF,DF",15000000.0,midfield - Defensive Midfield,left,Ligue 1,34.0,34.0,3019.0,5.0,2.0,3.2,3.2,1.0,33.5,57.0,22.0,1714.0,1929.0,33954.0,650.0,691.0,770.0,831.0,16.0,172.0,23.0,163.0,1899.0,2.0,303.0,1613.0,539.0,5.0,23.0,17.0,56.0,48.0,0.0,4.0,2.0,8.0,6.0,0.0,0.0,8.0,173.0,58.0,2248.0,1312.0,341.0,36.0,2222.0,25.0,29.0,25.0,0.0,1620.0,10432.0,5399.0,1615.0,1558.0,19.0,14.0,40.0,22.0,80.0,33.0,77.0,2.03,72.2,30.4,0.8,0.0,3
Boubacar Kamara,FRA,"DF,MF",3500000.0,midfield - Defensive Midfield,right,Ligue 1,6.0,5.0,455.0,0.0,0.0,0.1,0.1,0.1,5.1,2.0,1.0,249.0,288.0,4317.0,113.0,123.0,107.0,122.0,1.0,7.0,3.0,10.0,271.0,0.0,45.0,228.0,213.0,1.0,4.0,7.0,4.0,3.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,27.0,11.0,337.0,158.0,42.0,4.0,322.0,2.0,5.0,2.0,0.0,228.0,1077.0,540.0,222.0,218.0,4.0,2.0,4.0,22.0,80.0,33.0,77.0,2.03,72.2,30.4,0.8,0.0,2
Steve Mandanda,FRA,GK,2500000.0,Goalkeeper,right,Ligue 1,31.0,31.0,2680.0,0.0,0.0,0.0,0.0,0.0,29.8,0.0,0.0,487.0,709.0,15482.0,46.0,47.0,245.0,249.0,0.0,12.0,0.0,0.0,562.0,0.0,74.0,340.0,510.0,4.0,7.0,5.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,841.0,3.0,0.0,0.0,695.0,0.0,0.0,0.0,0.0,467.0,2457.0,1310.0,418.0,418.0,0.0,0.0,3.0,22.0,80.0,33.0,77.0,2.03,72.2,30.4,0.8,0.0,1
Clinton N'Jie,CMR,"FW,MF",10000000.0,attack - Right Winger,right,Ligue 1,22.0,9.0,873.0,7.0,3.0,5.0,5.0,2.7,9.7,33.0,12.0,160.0,210.0,2359.0,80.0,101.0,49.0,60.0,13.0,5.0,5.0,9.0,191.0,2.0,24.0,155.0,181.0,2.0,10.0,6.0,27.0,16.0,6.0,3.0,0.0,6.0,4.0,2.0,0.0,4.0,39.0,73.0,341.0,111.0,233.0,54.0,322.0,16.0,35.0,16.0,2.0,229.0,1764.0,1192.0,367.0,246.0,28.0,17.0,2.0,22.0,80.0,33.0,77.0,2.03,72.2,30.4,0.8,0.0,3
Lucas Ocampos,ARG,"FW,MF",12000000.0,attack - Left Winger,both,Ligue 1,31.0,23.0,2040.0,9.0,2.0,9.5,9.5,2.3,22.7,65.0,22.0,496.0,656.0,7621.0,277.0,334.0,164.0,217.0,23.0,38.0,17.0,47.0,638.0,0.0,139.0,471.0,500.0,2.0,25.0,21.0,65.0,41.0,8.0,8.0,6.0,8.0,6.0,0.0,0.0,7.0,119.0,121.0,1087.0,475.0,516.0,120.0,1072.0,44.0,83.0,47.0,1.0,715.0,5300.0,3051.0,931.0,682.0,75.0,45.0,47.0,22.0,80.0,33.0,77.0,2.03,72.2,30.4,0.8,0.0,3
Dimitri Payet,FRA,"MF,FW",22000000.0,attack - Left Winger,right,Ligue 1,31.0,28.0,2347.0,6.0,13.0,8.0,5.7,13.0,26.1,58.0,18.0,1198.0,1617.0,23637.0,501.0,583.0,461.0,589.0,126.0,128.0,74.0,194.0,1397.0,13.0,235.0,1122.0,1404.0,8.0,43.0,42.0,201.0,113.0,6.0,5.0,17.0,26.0,13.0,3.0,3.0,2.0,91.0,139.0,1881.0,864.0,990.0,82.0,1665.0,27.0,36.0,28.0,1.0,1373.0,8910.0,5621.0,1540.0,1379.0,50.0,45.0,53.0,22.0,80.0,33.0,77.0,2.03,72.2,30.4,0.8,0.0,4
Yohann Pelé,FRA,GK,50000.0,Goalkeeper,right,Ligue 1,10.0,7.0,738.0,0.0,0.0,0.0,0.0,0.0,8.2,0.0,0.0,136.0,184.0,4311.0,19.0,19.0,51.0,52.0,0.0,2.0,0.0,0.0,137.0,0.0,17.0,90.0,136.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,0.0,0.0,0.0,183.0,1.0,1.0,1.0,0.0,117.0,642.0,230.0,104.0,104.0,0.0,0.0,2.0,22.0,80.0,33.0,77.0,2.03,72.2,30.4,0.8,0.0,0
Hiroki Sakai,JPN,DF,6000000.0,Defender - Right-Back,right,Ligue 1,33.0,30.0,2520.0,0.0,2.0,0.1,0.1,1.2,28.0,3.0,1.0,1197.0,1502.0,18749.0,629.0,694.0,451.0,561.0,13.0,87.0,12.0,126.0,1265.0,2.0,213.0,966.0,1002.0,2.0,34.0,43.0,38.0,32.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,7.0,109.0,30.0,1782.0,798.0,514.0,20.0,1547.0,10.0,24.0,11.0,1.0,1011.0,4612.0,2582.0,1068.0,1007.0,26.0,13.0,28.0,22.0,80.0,33.0,77.0,2.03,72.2,30.4,0.8,0.0,2
Yusuf Sari,TUR,FW,50000.0,attack - Right Winger,left,Ligue 1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,80.0,33.0,77.0,2.03,72.2,30.4,0.8,0.0,0
Bouna Sarr,GUI,DF,6000000.0,Defender - Right-Back,right,Ligue 1,29.0,18.0,1792.0,0.0,2.0,1.1,1.1,2.6,19.9,17.0,2.0,1083.0,1289.0,17945.0,526.0,586.0,448.0,517.0,29.0,59.0,29.0,76.0,1139.0,3.0,157.0,935.0,1006.0,0.0,24.0,32.0,59.0,44.0,2.0,3.0,2.0,5.0,3.0,1.0,1.0,5.0,95.0,41.0,1546.0,694.0,482.0,37.0,1402.0,27.0,50.0,31.0,1.0,1035.0,7719.0,4789.0,1018.0,961.0,32.0,26.0,25.0,22.0,80.0,33.0,77.0,2.03,72.2,30.4,0.8,0.0,2
Grégory Sertic,FRA,"DF,MF",4000000.0,midfield - Defensive Midfield,right,Ligue 1,7.0,3.0,350.0,0.0,0.0,0.7,0.7,0.1,3.9,6.0,1.0,168.0,192.0,3530.0,55.0,61.0,82.0,84.0,1.0,13.0,1.0,11.0,188.0,0.0,22.0,144.0,163.0,1.0,1.0,5.0,5.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,237.0,107.0,23.0,8.0,233.0,1.0,1.0,1.0,0.0,145.0,624.0,276.0,148.0,142.0,1.0,1.0,3.0,22.0,80.0,33.0,77.0,2.03,72.2,30.4,0.8,0.0,2
Florian Thauvin,FRA,"FW,MF",50000000.0,attack - Right Winger,left,Ligue 1,35.0,35.0,2949.0,22.0,11.0,15.0,12.0,9.3,32.8,128.0,48.0,1311.0,1815.0,21453.0,708.0,831.0,437.0,584.0,74.0,122.0,59.0,174.0,1676.0,10.0,294.0,1282.0,295.0,10.0,55.0,88.0,163.0,104.0,26.0,12.0,12.0,27.0,15.0,3.0,3.0,3.0,94.0,96.0,2320.0,1069.0,1236.0,208.0,2179.0,81.0,128.0,91.0,1.0,1756.0,13236.0,8098.0,2057.0,1807.0,85.0,95.0,52.0,22.0,80.0,33.0,77.0,2.03,72.2,30.4,0.8,0.0,4
Benoît Assou-Ekotto,CMR,DF,1000000.0,Defender - Left-Back,left,Ligue 1,13.0,13.0,1053.0,0.0,0.0,0.0,0.0,0.3,11.7,2.0,0.0,436.0,606.0,10200.0,133.0,149.0,189.0,241.0,8.0,57.0,7.0,50.0,504.0,0.0,85.0,281.0,21.0,4.0,21.0,13.0,15.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,4.0,679.0,345.0,117.0,1.0,578.0,7.0,8.0,7.0,0.0,389.0,1804.0,831.0,352.0,343.0,5.0,2.0,9.0,6.0,34.0,-42.0,26.0,0.68,37.9,-29.1,-0.77,0.0,0
Iván Balliu,ALB,DF,1000000.0,Defender - Right-Back,right,Ligue 1,25.0,22.0,1951.0,0.0,1.0,0.2,0.2,1.0,21.7,5.0,2.0,878.0,1175.0,16075.0,374.0,425.0,387.0,481.0,12.0,85.0,27.0,115.0,973.0,1.0,189.0,693.0,834.0,1.0,20.0,45.0,35.0,29.0,1.0,1.0,2.0,4.0,4.0,0.0,0.0,3.0,68.0,36.0,1359.0,592.0,452.0,9.0,1160.0,14.0,24.0,14.0,0.0,807.0,4325.0,2534.0,828.0,768.0,13.0,10.0,36.0,6.0,34.0,-42.0,26.0,0.68,37.9,-29.1,-0.77,0.0,0
Quentin Beunardeau,FRA,GK,35000.0,Goalkeeper,right,Ligue 1,1.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,8.0,18.0,376.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,12.0,0.0,3.0,2.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,9.0,51.0,32.0,8.0,8.0,0.0,0.0,0.0,6.0,34.0,-42.0,26.0,0.68,37.9,-29.1,-0.77,0.0,0
Farid Boulaya,ALG,"FW,MF",40000.0,attack - Right Winger,right,Ligue 1,7.0,0.0,179.0,0.0,1.0,0.1,0.1,0.4,2.0,3.0,0.0,69.0,95.0,1433.0,22.0,26.0,33.0,39.0,4.0,8.0,2.0,9.0,86.0,1.0,21.0,62.0,81.0,0.0,0.0,8.0,5.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,10.0,127.0,61.0,57.0,6.0,118.0,4.0,7.0,4.0,0.0,95.0,714.0,381.0,99.0,86.0,6.0,5.0,3.0,6.0,34.0,-42.0,26.0,0.68,37.9,-29.1,-0.77,0.0,0
Xabi Prieto,ESP,MF,3000000.0,midfield - Central Midfield,right,La Liga,25.0,24.0,1914.0,3.0,5.0,2.7,2.0,4.5,21.3,15.0,10.0,824.0,1026.0,13465.0,436.0,515.0,314.0,381.0,37.0,79.0,26.0,80.0,1006.0,1.0,179.0,756.0,807.0,3.0,20.0,29.0,67.0,61.0,0.0,1.0,4.0,6.0,6.0,0.0,0.0,3.0,102.0,154.0,1177.0,558.0,574.0,80.0,1158.0,17.0,25.0,20.0,0.0,915.0,4737.0,2323.0,1085.0,927.0,22.0,22.0,32.0,14.0,66.0,7.0,49.0,1.29,55.0,7.8,0.21,0.0,1
Habib Diallo,SEN,FW,1500000.0,attack - Centre-Forward,right,Ligue 1,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,4.0,5.0,44.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,7.0,5.0,0.0,1.0,0.0,6.0,34.0,-42.0,26.0,0.68,37.9,-29.1,-0.77,0.0,1
Thomas Didillon,FRA,GK,2500000.0,Goalkeeper,left,Ligue 1,9.0,9.0,810.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,131.0,202.0,4796.0,9.0,10.0,47.0,47.0,0.0,3.0,0.0,0.0,135.0,0.0,13.0,67.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,4.0,0.0,0.0,185.0,0.0,0.0,0.0,0.0,115.0,861.0,588.0,75.0,75.0,0.0,0.0,3.0,6.0,34.0,-42.0,26.0,0.68,37.9,-29.1,-0.77,0.0,1
